key	species	dataset	is_terrestrial	genus	is_terrestrial_orig	n_occ	range
Nicotiana tabacum	Nicotiana tabacum	Stapley	TRUE	Nicotiana	TRUE	21889	55728290.856858574
Nilaparvata lugens	Nilaparvata lugens	Stapley	TRUE	Nilaparvata	TRUE	327	1457825.9928966705
Nothobranchius furzeri	Nothobranchius furzeri	Stapley	TRUE	Nothobranchius	TRUE	90	38904.39468576721
Olea europaea	Olea europaea	Stapley	TRUE	Olea	TRUE	30000	15329204.144842861
Oncorhynchus kisutch	Oncorhynchus kisutch	Stapley	FALSE	Oncorhynchus	FALSE	30000	7719646.465930393
Oncorhynchus mykiss	Oncorhynchus mykiss	Stapley	TRUE	Oncorhynchus	TRUE	30000	21062570.19775169
Oncorhynchus nerka	Oncorhynchus nerka	Stapley	FALSE	Oncorhynchus	TRUE	30000	11887084.132617844
Oreochromis mossambicus	Oreochromis mossambicus	Stapley	TRUE	Oreochromis	TRUE	6126	20568493.063220527
Oreochromis niloticus	Oreochromis niloticus	Stapley	TRUE	Oreochromis	TRUE	6603	37366913.82713625
Oryza rufipogon	Oryza rufipogon	Stapley	TRUE	Oryza	TRUE	11888	20567292.550686374
Oryza sativa	Oryza sativa	Stapley	TRUE	Oryza	TRUE	30105	37183184.16412297
Ostrea edulis	Ostrea edulis	Stapley	TRUE	Ostrea	TRUE	5924	4901276.291960777
Ovis aries	Ovis aries	Stapley	TRUE	Ovis	TRUE	9517	24686304.489871353
Ovis canadensis	Ovis canadensis	Stapley	TRUE	Ovis	TRUE	7276	5342688.01497525
Panicum virgatum	Panicum virgatum	Stapley	TRUE	Panicum	TRUE	9977	12276274.027515361
Papilio glaucus	Papilio glaucus	Stapley	TRUE	Papilio	TRUE	23330	10094587.931527717
Papio hamadryas	Papio hamadryas	Stapley	TRUE	Papio	TRUE	808	7421548.99118655
Paralichthys olivaceus	Paralichthys olivaceus	Stapley	TRUE	Paralichthys	TRUE	865	419431.70109146764
Parus major	Parus major	Stapley	TRUE	Parus	TRUE	30000	11430182.993638754
Patinopecten yessoensis	Patinopecten yessoensis	Stapley	TRUE	Patinopecten	TRUE	167	237628.7937807563
Penaeus monodon	Penaeus monodon	Stapley	FALSE	Penaeus	FALSE	1697	11006711.12819527
Pennisetum glaucum	Pennisetum glaucum	Stapley	TRUE	Pennisetum	TRUE	30000	40141936.52445683
Persea americana	Persea americana	Stapley	FALSE	Persea	FALSE	7353	214101006.44920874
Petunia axillaris	Petunia axillaris	Stapley	TRUE	Petunia	TRUE	1815	6760438.065825082
Phaeosphaeria nodorum	Phaeosphaeria nodorum	Stapley	TRUE	Phaeosphaeria	TRUE	237	1159574.8793320467
Phalloceros caudimaculatus	Phalloceros caudimaculatus	Stapley	TRUE	Phalloceros	TRUE	589	2665691.874081454
Phaseolus vulgaris	Phaseolus vulgaris	Stapley	TRUE	Phaseolus	TRUE	30002	36641344.14965629
Phoenix dactylifera	Phoenix dactylifera	Stapley	TRUE	Phoenix	TRUE	4372	29197236.737909336
Physcomitrella patens	Physcomitrella patens	Stapley	TRUE	Physcomitrella	TRUE	2055	3419202.041092583
Pinus balfouriana	Pinus balfouriana	Stapley	TRUE	Pinus	TRUE	530	3793.4606415502026
Pinus elliottii	Pinus elliottii	Stapley	TRUE	Pinus	TRUE	2030	2825082.5570690203
Pinus koraiensis	Pinus koraiensis	Stapley	TRUE	Pinus	TRUE	1179	1716304.8910775569
Pinus lambertiana	Pinus lambertiana	Stapley	TRUE	Pinus	FALSE	1507	429324.1015716453
Pinus massoniana	Pinus massoniana	Stapley	TRUE	Pinus	FALSE	1596	1417659.305185489
Pisum sativum	Pisum sativum	Stapley	TRUE	Pisum	TRUE	30000	54488618.750513636
Poecilia reticulata	Poecilia reticulata	Stapley	TRUE	Poecilia	TRUE	4046	27405167.406148966
Pogonomyrmex rugosus	Pogonomyrmex rugosus	Stapley	TRUE	Pogonomyrmex	TRUE	3311	4786017.873796215
Populus adenopoda	Populus adenopoda	Stapley	TRUE	Populus	TRUE	301	2389955.1516231042
Populus alba	Populus alba	Stapley	TRUE	Populus	TRUE	30000	21444963.8475374
Populus deltoides	Populus deltoides	Stapley	TRUE	Populus	FALSE	10494	13513847.81617033
Populus nigra	Populus nigra	Stapley	TRUE	Populus	TRUE	30000	14471447.195760058
Portunus trituberculatus	Portunus trituberculatus	Stapley	TRUE	Portunus	TRUE	312	4009158.3362818398
Primulina eburnea	Primulina eburnea	Stapley	TRUE	Primulina	TRUE	44	-Inf
Pristionchus pacificus	Pristionchus pacificus	Stapley	TRUE	Pristionchus	TRUE	5	-Inf
Prunus armeniaca	Prunus armeniaca	Stapley	TRUE	Prunus	TRUE	14556	23455554.26311112
Prunus avium	Prunus avium	Stapley	TRUE	Prunus	TRUE	30253	11008755.579547003
Prunus dulcis	Prunus dulcis	Stapley	TRUE	Prunus	TRUE	9964	13398630.821826208
Prunus kansuensis	Prunus kansuensis	Stapley	TRUE	Prunus	TRUE	83	1083153.3794732054
Prunus mume	Prunus mume	Stapley	TRUE	Prunus	TRUE	2481	3813771.7480767863
Prunus persica	Prunus persica	Stapley	TRUE	Prunus	TRUE	25415	35190379.17469162
Pseudocercospora fijiensis	Pseudocercospora fijiensis	Stapley	FALSE	Pseudocercospora	FALSE	16	-Inf
Punica granatum	Punica granatum	Stapley	TRUE	Punica	TRUE	8104	53099241.74298224
Pyrus communis	Pyrus communis	Stapley	TRUE	Pyrus	TRUE	30019	14835745.178169198
Quercus	Quercus	Stapley	TRUE	Quercus	TRUE	97388	5059734.368417417
Rana temporaria	Rana temporaria	Stapley	TRUE	Rana	TRUE	30000	6366577.856836173
Raphanus sativus	Raphanus sativus	Stapley	TRUE	Raphanus	TRUE	24975	50865781.75181968
Rattus norvegicus	Rattus norvegicus	Stapley	TRUE	Rattus	TRUE	30000	18896419.22154847
Rhyzopertha dominica	Rhyzopertha dominica	Stapley	TRUE	Rhyzopertha	TRUE	673	3965114.107437467
Ricinus communis	Ricinus communis	Stapley	TRUE	Ricinus	TRUE	24076	84477687.83278978
Rubus idaeus	Rubus idaeus	Stapley	TRUE	Rubus	TRUE	30302	19747654.258565765
Rubus occidentalis	Rubus occidentalis	Stapley	TRUE	Rubus	FALSE	5157	5167569.455406537
Ruditapes philippinarum	Ruditapes philippinarum	Stapley	TRUE	Ruditapes	TRUE	5393	6225766.878815162
Saccharina japonica	Saccharina japonica	Stapley	FALSE	Saccharina	FALSE	1579	254823587.35251534
Salmo salar	Salmo salar	Stapley	TRUE	Salmo	TRUE	30000	2660628.769042565
Salmo trutta	Salmo trutta	Stapley	TRUE	Salmo	TRUE	30000	11287412.691194003
Salvia miltiorrhiza	Salvia miltiorrhiza	Stapley	TRUE	Salvia	TRUE	578	2021729.4191792323
Schistosoma mansoni	Schistosoma mansoni	Stapley	TRUE	Schistosoma	TRUE	4933	617243.2446901813
Sciaenops ocellatus	Sciaenops ocellatus	Stapley	TRUE	Sciaenops	TRUE	25122	1492221.5527817013
Scleropages formosus	Scleropages formosus	Stapley	TRUE	Scleropages	TRUE	250	338769.89598055294
Scophthalmus maximus	Scophthalmus maximus	Stapley	FALSE	Scophthalmus	FALSE	3055	5907936.616838582
Scylla paramamosain	Scylla paramamosain	Stapley	FALSE	Scylla	FALSE	190	7712580.287881586
Secale cereale	Secale cereale	Stapley	TRUE	Secale	TRUE	30008	35304173.3358241
Seriola quinqueradiata	Seriola quinqueradiata	Stapley	FALSE	Seriola	TRUE	594	2179690.3468767335
Sesamum indicum	Sesamum indicum	Stapley	TRUE	Sesamum	TRUE	10077	57217629.27583292
Setaria italica	Setaria italica	Stapley	FALSE	Setaria	FALSE	13755	169432635.29599223
Sinapis alba	Sinapis alba	Stapley	TRUE	Sinapis	TRUE	20115	21122246.13588507
Solanum lycopersicum	Solanum lycopersicum	Stapley	TRUE	Solanum	TRUE	30000	91023220.57479039
Solanum melongena	Solanum melongena	Stapley	TRUE	Solanum	TRUE	21858	56330797.43334171
Solanum pennellii	Solanum pennellii	Stapley	TRUE	Solanum	TRUE	791	1103893.3356913396
Solanum pimpinellifolium	Solanum pimpinellifolium	Stapley	TRUE	Solanum	TRUE	6619	10987558.765039966
Solanum tuberosum	Solanum tuberosum	Stapley	TRUE	Solanum	TRUE	30000	40177469.67044234
Sorghum bicolor	Sorghum bicolor	Stapley	TRUE	Sorghum	TRUE	30003	76844704.25071324
Sparus aurata	Sparus aurata	Stapley	FALSE	Sparus	FALSE	1970	4942540.145041159
Spinacia oleracea	Spinacia oleracea	Stapley	TRUE	Spinacia	TRUE	6632	23125055.504212696
Strongyloides ratti	Strongyloides ratti	Stapley	TRUE	Strongyloides	TRUE	14	0
Sus scrofa	Sus scrofa	Stapley	TRUE	Sus	TRUE	30000	35062291.275738776
Theobroma cacao	Theobroma cacao	Stapley	TRUE	Theobroma	TRUE	5403	20685883.515103932
Thunnus orientalis	Thunnus orientalis	Stapley	FALSE	Thunnus	FALSE	467	58674564.7886925
Tigriopus californicus	Tigriopus californicus	Stapley	FALSE	Tigriopus	FALSE	793	260791.28686688337
Tribolium castaneum	Tribolium castaneum	Stapley	TRUE	Tribolium	TRUE	2203	10383945.140265554
Tribolium confusum	Tribolium confusum	Stapley	TRUE	Tribolium	TRUE	1246	9486282.906684648
Trichogramma brassicae	Trichogramma brassicae	Stapley	TRUE	Trichogramma	TRUE	59	0
Trifolium pratense	Trifolium pratense	Stapley	TRUE	Trifolium	TRUE	30000	26264068.26985039
Trifolium repens	Trifolium repens	Stapley	TRUE	Trifolium	TRUE	30002	32803790.5465048
Trifolium subterraneum	Trifolium subterraneum	Stapley	TRUE	Trifolium	TRUE	26264	8988401.476745265
Triticum aestivum	Triticum aestivum	Stapley	TRUE	Triticum	TRUE	30000	40523335.88486415
Undaria pinnatifida	Undaria pinnatifida	Stapley	TRUE	Undaria	TRUE	2307	1800836.6362554827
Vaccinium corymbosum	Vaccinium corymbosum	Stapley	TRUE	Vaccinium	FALSE	9183	4953368.540882923
Vanilla tahitensis	Vanilla tahitensis	Stapley	FALSE	Vanilla	FALSE	38	-Inf
Vespula vulgaris	Vespula vulgaris	Stapley	TRUE	Vespula	TRUE	25713	14778771.28030194
Vicia faba	Vicia faba	Stapley	TRUE	Vicia	TRUE	33458	46986942.56558285
Vigna angularis	Vigna angularis	Stapley	TRUE	Vigna	TRUE	11552	6880812.273649723
Vigna mungo	Vigna mungo	Stapley	TRUE	Vigna	TRUE	5204	7936998.522871392
Vigna radiata	Vigna radiata	Stapley	TRUE	Vigna	TRUE	30000	36037111.80461228
Vigna unguiculata	Vigna unguiculata	Stapley	TRUE	Vigna	TRUE	30002	60254596.62653326
Vigna vexillata	Vigna vexillata	Stapley	FALSE	Vigna	FALSE	10496	134442798.03802642
Vitis amurensis	Vitis amurensis	Stapley	TRUE	Vitis	TRUE	1621	3492411.1796473707
Vitis cinerea	Vitis cinerea	Stapley	TRUE	Vitis	FALSE	3694	4392521.388871524
Vitis vinifera	Vitis vinifera	Stapley	TRUE	Vitis	FALSE	30013	25409791.083717935
Xenopus tropicalis	Xenopus tropicalis	Stapley	TRUE	Xenopus	TRUE	2335	603545.0639413303
Xiphophorus maculatus	Xiphophorus maculatus	Stapley	TRUE	Xiphophorus	TRUE	1279	4958570.462242459
Zea mays	Zea mays	Stapley	TRUE	Zea	TRUE	30004	11609979.916004088
Ziziphus jujuba	Ziziphus jujuba	Stapley	TRUE	Ziziphus	TRUE	3175	39738021.3085965
Zoysia japonica	Zoysia japonica	Stapley	TRUE	Zoysia	TRUE	1253	2801163.0377243795
Zoysia matrella	Zoysia matrella	Stapley	TRUE	Zoysia	TRUE	1301	10996236.56021851
Zymoseptoria tritici	Zymoseptoria tritici	Stapley	TRUE	Zymoseptoria	TRUE	165	74073.62007677784
Abatus agassizi	Abatus agassizi	Romiguier	FALSE	Abatus	FALSE	72	4302298.533787006
Abatus cordatus	Abatus cordatus	Romiguier	TRUE	Abatus	TRUE	442	11602.571846746216
Allolobophora chlorotica	Allolobophora chlorotica	Romiguier	TRUE	Allolobophora	TRUE	3070	3806987.16874359
Aporrectodea icterica	Aporrectodea icterica	Romiguier	TRUE	Aporrectodea	TRUE	128	657169.6682033325
Aptenodytes patagonicus	Aptenodytes patagonicus	Romiguier	FALSE	Aptenodytes	FALSE	30000	75633675.37930672
Armadillidium nasatum	Armadillidium nasatum	Romiguier	TRUE	Armadillidium	TRUE	4271	4563057.416761417
Armadillidium vulgare	Armadillidium vulgare	Romiguier	TRUE	Armadillidium	TRUE	25652	21822882.904560436
Artemia salina	Artemia salina	Romiguier	TRUE	Artemia	TRUE	313	2909361.9455268686
Artemia sinica	Artemia sinica	Romiguier	FALSE	Artemia	FALSE	22	-Inf
Bostrycapulus aculeatus	Bostrycapulus aculeatus	Romiguier	FALSE	Bostrycapulus	FALSE	2712	152780298.70229653
Caenorhabditis brenneri	Caenorhabditis brenneri	Romiguier	TRUE	Caenorhabditis	TRUE	4	-Inf
Camponotus aethiops	Camponotus aethiops	Romiguier	TRUE	Camponotus	TRUE	1039	2614477.7714486974
Camponotus ligniperdus	Camponotus ligniperdus	Romiguier	TRUE	Camponotus	TRUE	1541	4053064.7655475163
Carcinus aestuarii	Carcinus aestuarii	Romiguier	TRUE	Carcinus	TRUE	1082	1420110.608825299
Chelonoidis nigra	Chelonoidis nigra	Romiguier	FALSE	Chelonoidis	FALSE	454	12207.94959374729
Crepidula fornicata	Crepidula fornicata	Romiguier	TRUE	Crepidula	TRUE	15436	5760023.174662578
Crepidula plana	Crepidula plana	Romiguier	FALSE	Crepidula	FALSE	2238	51404378.58602894
Culex hortensis	Culex hortensis	Romiguier	TRUE	Culex	TRUE	370	1570059.8290136335
Culex torrentium	Culex torrentium	Romiguier	TRUE	Culex	TRUE	841	215963.62267592736
Cystodytes dellechiajei	Cystodytes dellechiajei	Romiguier	FALSE	Cystodytes	FALSE	426	18034601.367855396
Echinocardium cordatum	Echinocardium cordatum	Romiguier	FALSE	Echinocardium	FALSE	11408	134645797.89223626
Echinocardium mediterraneum	Echinocardium mediterraneum	Romiguier	FALSE	Echinocardium	FALSE	104	341533.0780795309
Emys orbicularis	Emys orbicularis	Romiguier	TRUE	Emys	TRUE	13404	7129741.782213778
Eudyptes filholi	Eudyptes filholi	Romiguier	TRUE	Eudyptes	FALSE	272	41130.48316230084
Eudyptes moseleyi	Eudyptes moseleyi	Romiguier	TRUE	Eudyptes	FALSE	135	6711.08994288899
Eunicella verrucosa	Eunicella verrucosa	Romiguier	FALSE	Eunicella	FALSE	5613	2835749.9349172343
Galago senegalensis	Galago senegalensis	Romiguier	TRUE	Galago	TRUE	1308	9902203.029503047
Halictus scabiosae	Halictus scabiosae	Romiguier	TRUE	Halictus	TRUE	3229	2482545.3834542236
Hippocampus guttulatus	Hippocampus guttulatus	Romiguier	FALSE	Hippocampus	TRUE	972	5138493.873624848
Hippocampus hippocampus	Hippocampus hippocampus	Romiguier	FALSE	Hippocampus	TRUE	929	4714797.957817353
Hippocampus kuda	Hippocampus kuda	Romiguier	FALSE	Hippocampus	FALSE	922	6802074.752833373
Leptogorgia sarmentosa	Leptogorgia sarmentosa	Romiguier	FALSE	Leptogorgia	FALSE	564	1288746.580035695
Lepus granatensis	Lepus granatensis	Romiguier	TRUE	Lepus	TRUE	12271	577848.289263079
Liocarcinus depurator	Liocarcinus depurator	Romiguier	FALSE	Liocarcinus	FALSE	8982	4496449.104239358
Lineus longissimus	Lineus longissimus	Romiguier	FALSE	Lineus	FALSE	945	2169666.996602497
Lineus ruber	Lineus ruber	Romiguier	FALSE	Lineus	TRUE	279	44350149.91642531
Melitaea cinxia	Melitaea cinxia	Romiguier	TRUE	Melitaea	TRUE	30000	6927689.145617635
Melitaea didyma	Melitaea didyma	Romiguier	TRUE	Melitaea	TRUE	23047	8689931.55960172
Mellicta athalia	Mellicta athalia	Romiguier	TRUE	Mellicta	TRUE	2077	5971667.186703446
Mellicta parthenoides	Mellicta parthenoides	Romiguier	TRUE	Mellicta	TRUE	300	935881.817636267
Messor barbarus	Messor barbarus	Romiguier	TRUE	Messor	TRUE	839	2079793.5944952872
Microtus arvalis	Microtus arvalis	Romiguier	TRUE	Microtus	TRUE	30000	13565613.56879372
Mytilus californianus	Mytilus californianus	Romiguier	FALSE	Mytilus	TRUE	3780	393185.9239117626
Mytilus edulis	Mytilus edulis	Romiguier	FALSE	Mytilus	FALSE	30000	5832641.310207568
Mytilus galloprovincialis	Mytilus galloprovincialis	Romiguier	FALSE	Mytilus	TRUE	5036	8395653.237858584
Mytilus trossulus	Mytilus trossulus	Romiguier	FALSE	Mytilus	FALSE	1744	1612855.9859335835
Necora puber	Necora puber	Romiguier	FALSE	Necora	FALSE	19257	1891798.5164083156
Ophioderma longicauda	Ophioderma longicauda	Romiguier	FALSE	Ophioderma	FALSE	2054	5012366.008929964
Ostrea chilensis	Ostrea chilensis	Romiguier	TRUE	Ostrea	TRUE	464	220765.97376465227
Ostreola stentina	Ostreola stentina	Romiguier	FALSE	Ostreola	FALSE	34	7400.117948095824
Parus caeruleus	Parus caeruleus	Romiguier	TRUE	Parus	TRUE	30000	6726331.022910766
Pectinaria koreni	Pectinaria koreni	Romiguier	FALSE	Pectinaria	FALSE	4505	4669138.771996297
Pheidole pallidula	Pheidole pallidula	Romiguier	TRUE	Pheidole	TRUE	1032	3376081.6854039305
Physa acuta	Physa acuta	Romiguier	TRUE	Physa	TRUE	4114	12394309.654774683
Physa gyrina	Physa gyrina	Romiguier	TRUE	Physa	TRUE	4753	10031954.21767571
Reticulitermes flavipes	Reticulitermes flavipes	Romiguier	TRUE	Reticulitermes	TRUE	988	5122752.000167354
Reticulitermes grassei	Reticulitermes grassei	Romiguier	FALSE	Reticulitermes	FALSE	74	237.5644329355853
Reticulitermes lucifugus	Reticulitermes lucifugus	Romiguier	TRUE	Reticulitermes	TRUE	26	35184.016704302034
Sepia officinalis	Sepia officinalis	Romiguier	FALSE	Sepia	TRUE	5396	6617741.395682187
Thymelicus lineola	Thymelicus lineola	Romiguier	TRUE	Thymelicus	TRUE	30000	10897307.922385817
Thymelicus sylvestris	Thymelicus sylvestris	Romiguier	TRUE	Thymelicus	TRUE	30000	5588951.97762993
Trachemys scripta	Trachemys scripta	Romiguier	TRUE	Trachemys	TRUE	30000	24828100.352929834
Tripylus abatoides	Tripylus abatoides	Romiguier	FALSE	Tripylus	FALSE	136	6178503.432884864
